"id","submitdate","lastpage","startlanguage","D0Q1[SQ001]","D0Q1[SQ004]","D0Q1[SQ005]","D0Q1[SQ006]","D0Q1[SQ007]","D0Q1[SQ008]","D0Q1[SQ009]","D0Q1[SQ010]","D0Q1[SQ003]","D0Q1[SQ014]","D0Q1[SQ002]","D0Q1[SQ011]","D0Q1[SQ012]","D0Q1[SQ013]","D0Q2[0]","D0Q2[1]","D0Q2[2]","D0Q2[3]","D0Q2[4]","D0Q2[5]","D0Q2[6]","D0Q2[7]","D0Q2[8]","D0Q22[9]","D0Q22[10]","D0Q22[11]","D0Q22[12]","D0Q22[13]","D0Q22[14]","D0Q22[15]","D0Q3","D0Q4","D0Q5[1]","D0Q5[2]","D0Q5[3]","D0Q5[4]","D0Q5[5]","D0Q5[6]","D0Q5[7]","D0Q5[8]","D0Q5[9]","D0Q5F[1]","D0Q5F[2]","D0Q5F[3]","D0Q5F[4]","D0Q5F[5]","D0Q5F[6]","D0Q5F[7]","D1Q7","D1Q8","D2Q10","D2Q12","D2Q12[comment]","D0Q13","D0Q13[comment]","D1Q14[1]","D1Q14[2]","D1Q14[3]","D1Q14[4]","D1Q14[5]","D1Q14[6]","D1Q14[7]","D1Q14[other]","D3Q15","D3Q16","D2Q25","D2Q26","D5Q27","D3Q17","D4Q18","D5Q19","D5Q19[comment]","D1Q20","D5Q21","D5Q22[1]","D5Q22[2]","D5Q22[3]","D5Q22[4]","D5Q22[5]","D5Q22[6]","D5Q22[7]","D5Q22[8]","D5Q22[9]","D5Q22[10]","D5Q22[11]","D5Q22[other]","D2Q23","D3Q24","D4Q28","D4Q9[1]","D4Q9[2]","D4Q9[3]","D4Q9[4]","D4Q9[5]","D4Q9[6]","D4Q9[7]","D4Q9[8]","D4Q9[9]","D4Q9[10]","D4Q9[11]","D4Q9[12]","D4Q9[13]","D4Q9[14]","D4Q9[other]","D2Q6","D2Q6[comment]","D2Q11[1]","D2Q11[2]","D2Q11[3]","D2Q11[4]","D2Q11[5]","D2Q11[6]","D4Q29","Demo1","Demo2","Demo3","Demo3[other]","Demo4","Demo4[other]","Demo5","Demo6","Demo7","Other1","interviewtime","groupTime765","D0Q1Time","D0Q2Time","D0Q22Time","D0Q3Time","D0Q4Time","D0Q5Time","D0Q5FTime","groupTime766","D1Q7Time","D1Q8Time","D2Q10Time","D2Q12Time","D0Q13Time","groupTime768","D1Q14Time","D3Q15Time","D3Q16Time","D2Q25Time","D2Q26Time","D5Q27Time","groupTime769","D3Q17Time","D4Q18Time","D5Q19Time","D1Q20Time","D5Q21Time","D5Q22Time","D2Q23Time","D3Q24Time","groupTime771","D4Q28Time","D4Q9Time","D2Q6Time","D2Q11Time","D4Q29Time","groupTime772","Demo1Time","Demo2Time","Demo3Time","Demo4Time","Demo5Time","Demo6Time","Demo7Time","Other1Time"
"910","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","1","2","1","5","1","4","1","1","1","3","4","2","1","1","1","1","","5","Nutze ich nicht","3","1","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","5","5","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","qwant.com
startpage.com
ixquick.com","Ja","Soweit möglich benutze ich qwant, allerdings findet man einige Ergebnisse, insbesondere zu Themen der theoretischen Informatik, nur über Google wirklich zuverlässig.","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Mit jeder Firma, die dazu bereit ist, für die Daten zu zahlen.","Ja","- Passende Treffer in der Suche","","","","Nein","Weiß nicht","","","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","4","2","1","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","3","1","3","3","4","4","3","männlich","23.0000000000","Bachelor/Master/Diplom","","Student/-in","","5","4","Ja","","930.65","169.09","","","","","","","","139.1","","","","","","276.84","","","","","","","56.57","","","","","","","","","109.65","","","","","","179.4","","","","","","","",""
"911","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Ja","5","1","1","1","5","1","4","1","1","1","1","2","1","1","1","1","0","","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","Bing, yahoo","Ja","Suchfunktion bringt einen am wahrscheinlichsten zu seinem gesuchten Ziel.","Ja","Nein","Nein","Nein","Ja","Ja","Nein","NSA","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","4","Ja","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Musikrichtung","Nein","","3","1","2","1","5","3","4","männlich","23.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","1","Nein","","495.28","135.38","","","","","","","","135.41","","","","","","32.82","","","","","","","39.11","","","","","","","","","106.87","","","","","","45.69","","","","","","","",""
"912","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","3","2","1","2","1","1","1","1","1","1","1","1","3","1","","5","1","4","3","1","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Ja","Weiß nicht","2","Ja","Bing, Yahoo","Ja","- Beste Suchergebnisse
- Ich weiss welche Stichwörter man eingeben muss, um möglichst treffende Ergebnisse zu bekommen","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","NoScript (für Firefox) schützt mich vor Google-Skripts","2","3","2","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Ja","Google hat, angeblich versehentlich, WLAN-Daten mitgeschnitten","4","1","4","2","5","5","4","männlich","24.0000000000","Abitur/Fachabitur","","Student/-in","","4","4","Nein","- Ich bin Informatik-Student und habe selbst AppITSec beim Prof. Freiling besucht.
- Ich vertraue Google kaum, benutze es aber, weil ich darauf angewiesen bin.
- Ich würde Apple mehr vertrauen, habe allerdings kein Geld für Apple-Produkte","942.18","191.09","","","","","","","","146.94","","","","","","70.86","","","","","","","165.05","","","","","","","","","186.1","","","","","","182.14","","","","","","","",""
"913","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","5","5","3","5","1","2","4","5","2","3","2","2","4","1","","5","3","5","4","4","4","1","1","2","3","4","1","2","2","4","1","Ja","Ja","2","Ja","Bing, yahoo","Ja","weil man es gewohnt ist","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Weiß nicht","","Ja","Weiß nicht","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","2","2","3","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","4","1","1","2","4","3","4","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Nein","","432.24","154.94","","","","","","","","76.63","","","","","","50.16","","","","","","","43.39","","","","","","","","","69.34","","","","","","37.78","","","","","","","",""
"914","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","5","2","5","1","3","1","3","1","1","1","1","3","2","1","1","1","1","","5","Nutze ich nicht","5","Nutze ich nicht","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","","Ja","Gewohnheit","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","1","Ja","Ja","Nein","Ja","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Weiß nicht","","4","3","1","2","5","3","3","männlich","21.0000000000","Abitur/Fachabitur","","Student/-in","","3","1","Nein","","431.75","147.56","","","","","","","","60.39","","","","","","40.78","","","","","","","54.5","","","","","","","","","83.76","","","","","","44.76","","","","","","","",""
"915","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","4","5","5","4","1","4","1","2","2","2","2","3","3","2","3","1","","5","4","5","5","4","5","1","Nutze ich nicht","1","1","1","1","2","3","2","Nutze ich nicht","Ja","Ja","3","Ja","","Ja","höchster bekanntheitsgrad, in browser integriert","Ja","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","","","","Nein","Nein","","","Ja","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","2","Nein","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Nein","Ja","Ja","Nein","","Nein","","3","2","3","2","3","3","3","männlich","24.0000000000","Bachelor/Master/Diplom","","Student/-in","","2","2","Nein","","383.96","136.06","","","","","","","","50.15","","","","","","44.19","","","","","","","53.5","","","","","","","","","63.57","","","","","","36.49","","","","","","","",""
"917","1980-01-01 00:00:00","6","de","Ja","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","2","1","1","1","5","1","2","1","1","1","1","5","1","1","1","1","0","","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","5","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","ixquick","Nein","","Ja","Nein","Ja","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","1","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","Datenweitergabe an US Regierung","2","2","3","1","3","4","4","weiblich","22.0000000000","Abitur/Fachabitur","","Student/-in","","3","2","Nein","","749.6","208.09","","","","","","","","129.62","","","","","","62.17","","","","","","","99.59","","","","","","","","","191.28","","","","","","58.85","","","","","","","",""
"919","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","5","3","1","5","1","1","1","1","3","1","1","1","3","1","","5","5","5","3","2","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","3","Ja","Bing","Ja","Aus Gewohnheit","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Nein","Nein","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","1","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","4","1","1","3","3","3","3","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Nein","","494.86","278.35","","","","","","","","48.81","","","","","","19.97","","","","","","","44.45","","","","","","","","","65.15","","","","","","38.13","","","","","","","",""
"920","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","3","4","4","1","4","1","1","1","1","2","2","2","3","1","1","","5","Nutze ich nicht","3","4","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","2","2","Nutze ich nicht","2","Ja","Ja","2","Ja","Yahoo, ask.com","Ja","gebräuchliste und einfachste Suchmachine","Nein","Nein","Ja","Nein","Ja","Ja","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","3","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","3","3","3","2","5","4","3","männlich","22.0000000000","Bachelor/Master/Diplom","","Berufstätig","","3","3","Nein","","502.06","179.87","","","","","","","","86.53","","","","","","42.27","","","","","","","54.35","","","","","","","","","81.87","","","","","","57.17","","","","","","","",""
"921","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","3","3","4","4","1","4","1","1","2","1","1","3","1","1","3","mehr als 2","Unter verschiedenen Identitäten gegenüber anderen Internetnutzern auftreten zu können","5","1","1","1","4","3","1","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","2","Nutze ich nicht","Weiß nicht","Ja","1","Ja","Die neuen mit Privatsphäreversprechen -- DuckDuckGo, Startpage -- und ohne: Bing (Microsoft), natürlich auch die 'alten' wie Yahoo usw.","Ja","Weil sie am besten funktioniert und mir schnell richtige/nützliche Ergebnisse liefert. Zugegebenermassen funktioniert Bing ähnlich gut; die idealistisch 'besseren' Konkurrenten (die weniger Nutzerdaten sammeln&/auswerten) können leider nicht annähernd dieselbe Qualität bieten, was wohl in der Natur der Sache liegt.","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Weiß nicht","","","","","Nein","Ja","","","Ja","Ja","Nein","Ja","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Ja","","2","1","3","Ja","Ja","Nein","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Weiß nicht","An einem einzelnen Ereignis kann ich das nicht festmachen. Die Bestätigung schlimmster Befürchtungen durch die Enthüllungen von Edward Snowden hat aber mein Vertrauen in Dienste die ich nicht selbst betreibe insgesamt nochmal stark sinken lassen.","1","1","1","1","1","1","3","männlich","26.0000000000","Abitur/Fachabitur","","Student/-in","","5","4","Nein","","1198.12","239.51","","","","","","","","450.19","","","","","","59.49","","","","","","","132.06","","","","","","","","","243.26","","","","","","73.61","","","","","","","",""
"922","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","5","1","5","1","1","1","3","1","1","1","1","3","4","1","1","1","0","","5","Nutze ich nicht","4","Nutze ich nicht","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","","Ja","","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","1","2","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Weiß nicht","","1","1","2","1","3","2","2","männlich","54.0000000000","Hauptschulabschluss","","Berufstätig","","5","5","Nein","","429.22","166.32","","","","","","","","57.61","","","","","","30.01","","","","","","","60.78","","","","","","","","","73.03","","","","","","41.47","","","","","","","",""
"923","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","4","4","2","3","1","1","1","1","2","2","1","1","1","1","","5","3","5","4","5","5","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Weiß nicht","Ja","3","Ja","yahoo
bing
wolframalpha","Ja","bessere ergebnisse
kürzere ladezeit","Nein","Ja","Ja","Nein","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","4","4","2","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","4","3","3","4","5","3","3","männlich","21.0000000000","Abitur/Fachabitur","","Student/-in","","4","4","Nein","Viel Erfolg ;)","382.71","124.73","","","","","","","","69.71","","","","","","34.32","","","","","","","45.13","","","","","","","","","66.37","","","","","","42.45","","","","","","","",""
"924","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","3","3","1","3","1","1","1","4","1","2","1","1","4","2","Ich habe eine seriöse emailadresse (vorname.Nachname) und eine emailadresse für unwichtige, ""Werbungsintensive"" Seiten (z.b. Otto.de, thalia.de,...)","4","5","5","1","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","3","Nutze ich nicht","5","Nutze ich nicht","Ja","Weiß nicht","2","Ja","Bing","Ja","Beste suchmaschine (?), üblich","Nein","Nein","Ja","Nein","Nein","Nein","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","1","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","5","3","5","2","3","5","1","weiblich","18.0000000000","Abitur/Fachabitur","","Student/-in","","1","1","Nein","","724.56","378.27","","","","","","","","79.35","","","","","","73.51","","","","","","","60.25","","","","","","","","","78.1","","","","","","55.08","","","","","","","",""
"925","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","4","3","1","1","5","1","5","1","1","1","1","5","2","4","1","1","1","","3","2","Nutze ich nicht","Nutze ich nicht","3","4","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","1","2","Nutze ich nicht","Nutze ich nicht","Weiß nicht","Ja","3","Ja","","Ja","Umfassender. Bei Karten suche wird eh zu goolemaps weitergeleitet","Ja","Nein","Ja","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","3","3","1","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","5","2","3","2","3","4","2","weiblich","22.0000000000","Abitur/Fachabitur","","Student/-in","","2","1","Nein","","470.75","179.4","","","","","","","","101.05","","","","","","25.31","","","","","","","42.28","","","","","","","","","73.14","","","","","","49.57","","","","","","","",""
"926","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","5","1","4","4","2","1","3","1","1","1","2","2","1","1","1","2","0","","5","Nutze ich nicht","4","4","1","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","Yahoo","Ja","Meist beste suchergenisse","Ja","Nein","Ja","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","3","1","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","2","1","2","1","2","2","2","weiblich","26.0000000000","Abitur/Fachabitur","","Student/-in","","3","2","Nein","","563.11","240.55","","","","","","","","77.7","","","","","","43.84","","","","","","","59.97","","","","","","","","","94.92","","","","","","46.13","","","","","","","",""
"927","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","3","1","5","2","4","1","3","1","1","1","1","3","2","2","1","2","1","","4","Nutze ich nicht","4","2","4","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","1","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","2","Ja","Yahoo Suchmaschine
Ask.de","Ja","Meist genutztes Portal das sehr übersichtlich ist und deshalb eine gute Auskunft gibt.","Ja","Ja","Ja","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","3","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Nein","Ja","Ja","Ja","Ja","Ja","","Nein","","3","2","1","2","2","2","5","weiblich","18.0000000000","Abitur/Fachabitur","","Student/-in","","2","2","Nein","","431.88","134.43","","","","","","","","80.06","","","","","","23.18","","","","","","","53.51","","","","","","","","","101.64","","","","","","39.06","","","","","","","",""
"928","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","5","1","5","1","4","1","3","1","1","1","1","2","2","1","1","4","1","","5","Nutze ich nicht","5","Nutze ich nicht","4","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","2","Nutze ich nicht","4","Nutze ich nicht","Ja","Ja","1","Ja","Yahoo","Ja","Ist am besten und eindeutigsten","Nein","Nein","Ja","Ja","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","4","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Ja","Personenbezogene Suchvorschläge nach Eingabe eines einzigen Buchstaben","1","1","1","1","3","1","3","männlich","18.0000000000","Abitur/Fachabitur","","Student/-in","","2","1","Nein","","639.12","208.82","","","","","","","","78.34","","","","","","54.4","","","","","","","57.54","","","","","","","","","162.07","","","","","","77.95","","","","","","","",""
"930","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","4","1","5","1","5","1","1","1","1","2","1","1","1","1","0","","5","Nutze ich nicht","2","Nutze ich nicht","3","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Weiß nicht","2","Nein","","","","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","1","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","3","1","1","1","5","2","4","männlich","24.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","","353.04","127.33","","","","","","","","55.88","","","","","","28.86","","","","","","","43.3","","","","","","","","","59.82","","","","","","37.85","","","","","","","",""
"931","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","2","5","2","4","1","2","1","5","2","2","2","1","3","1","","5","4","4","2","4","5","1","Nutze ich nicht","2","Nutze ich nicht","4","1","2","1","4","Nutze ich nicht","Ja","Weiß nicht","1","Ja","bing, yahoo","Ja","Schon immer die beste Trefferquote, die besten Suchergebnisse. Wobei ich bing lange nicht mehr ausprobiert habe. ","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Nein","Nein","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","","2","2","1","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Ja","Nein","Ja","Ja","","Ja","Die Enthüllungen von Edward Snowden","2","1","2","2","5","2","4","männlich","29.0000000000","Bachelor/Master/Diplom","","Nicht Berufstätig","","3","2","Nein","","502.46","152.25","","","","","","","","86.67","","","","","","46.89","","","","","","","56.3","","","","","","","","","116.56","","","","","","43.79","","","","","","","",""
"932","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","5","2","5","1","3","1","4","1","1","1","1","2","2","1","1","1","1","","5","1","5","Nutze ich nicht","2","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","bing 
yahoo","Ja","Familie nutz es auch --> Tradition
einfache, attraktive Startseite
viele, ansprechende Treffer auf Suchanfrage
","Nein","Nein","Ja","Nein","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","1","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Nein","","3","3","3","3","3","3","3","weiblich","18.0000000000","Abitur/Fachabitur","","Student/-in","","1","1","Nein","","672.45","159.38","","","","","","","","261.98","","","","","","35.8","","","","","","","59.89","","","","","","","","","110.98","","","","","","44.42","","","","","","","",""
"934","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","1","1","4","1","4","1","1","2","1","1","2","2","1","1","1","","5","5","Nutze ich nicht","Nutze ich nicht","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","3","Ja","Yahoo","Ja","Google ist am bequemsten zu nutzen","Ja","Nein","Ja","Ja","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Weiß nicht","","","Weiß nicht","Weiß nicht","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","4","3","2","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","3","2","5","3","5","4","2","männlich","24.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","","386.49","146.88","","","","","","","","63.56","","","","","","33.5","","","","","","","37.15","","","","","","","","","78.45","","","","","","26.95","","","","","","","",""
